47,0.505
169,2.944
83,1.084
69,0.903
65,0.826
63,0.764
73,0.949
71,0.893
77,0.996
71,0.913
81,1.068
76,0.97
74,0.914
75,1.016
131,2
127,1.951
132,2.099
153,2.589
129,2.004
99,1.459
109,1.615
131,1.915
179,3.095
179,3.024
205,3.691
221,4.157
206,3.83
202,3.526
208,3.743
198,3.698
274,9.567
305,6.498
301,5.856
342,7.195
431,9.295
437,9.428
415,8.153
393,8.226
403,8.887
594,14.5
612,14.795
677,16.389
67,0.922
715,16.264
163,2.982
279,5.256
715,17.928
715,17.967
715,20.134
715,15.224
