352,6.501
357,6.604
211,3.681
210,3.802
186,3.347
204,3.819
174,3.208
98,1.83
98,1.777
98,1.846
98,1.802
98,1.82
98,1.792
1828,43.2
1448,32.696
1111,23.529
915,18.809
592,11.225
714,13.806
550,10.135
444,7.712
408,7.598
342,6.043
304,5.734
238,4.412
216,3.303
178,3.046
200,3.56
192,3.295
172,2.87
150,3.253
148,3.094
163,3.186
162,3.026
158,2.969
449,9.604
342,5.775
